id-article-new,id-article,Event-id-country,Event-id-no-country,Event Date 1,Event Date 2,Event-Year,datetime precision,Event-Type 1,Event-Type 2,Event-Type 3,Event-Type 4,nbre-event-type,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of departed people by sea,Number of departed people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,Actors 1,Actors 2,Actors 3,,Sub-actors 1,Sub-actors 2,Sub-actors 3,Sub-actors 4,Sub-actors 5,Sub-actors 6,Sub-actors 7,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Geo-precision,Source-Country,Source-date,Source-Type,Language,Source-Name,Notes,Link to the press article,Notes / Quotes
A116TUN,F171,TUN,TUN171,2020-03-01,,2020,No,Social,,,,1,,,,,OSC actions,NGOs actions,jobs,accomodation,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),OSC (Organisation of civil society),,Governorate,Governorate,Mayorship,,,,,TN-11-Tunis,36,48,56,N,11,11,25,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-03-29,Video,Arabic,Nawaat,"????? ????? ???? ?????? ???????? ?? ??? ???? ??????? ?????
",https://www.youtube.com/watch?v=roALaOVpAYo&feature=share&fbclid=IwAR0rzVs2t8CGQiET8R1cvBiQHZ3HmLSomxHt-WT8dsbxyatzduBjEu3vyl4,
A117TUN,F172,TUN,TUN172,2020-03-01,,2020,No,Social,,,,1,,,,,Details on lockdown,OSC actions,NGOs actions,accomodation,jobs,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,Migrants,OSC (Organisation of civil society),Authorities,,Governorate,Governorate,Mayorship,,,,,TN-12-L'Ariana => Raoued,36,57,16,N,10,11,28,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Germany,2020-03-01,Video,Arabic,DW,"????: ????????? ???????? ?? ??? ???? ??????? ?????? ???? ??????
",https://www.dw.com/ar/%D8%AA%D9%88%D9%86%D8%B3-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%88%D9%86-%D8%A7%D9%84%D8%A7%D9%81%D8%A7%D8%B1%D9%82%D8%A9-%D9%85%D9%86-%D8%AF%D9%88%D9%84-%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B5%D8%AD%D8%B1%D8%A7%D8%A1-%D9%8A%D8%B9%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D8%B3%D8%A8%D8%A8-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7/av-53204458,
A118TUN,F173,TUN,TUN173,2020-04-15,,2020,No,Social,,,,1,,,,,Details on lockdown,NGOs actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,OSC (Organisation of civil society),NGO (Non Governmental Organisation),,IOM,,,,,,,TN-82-M‚denine,33,21,17,N,10,30,19,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-08,Video,Arabic,Watania Replay,"????? 150 ???? ????? ???????? ????? ??????? ??????
",https://www.youtube.com/watch?v=yXLeGk9ysZc&app=desktop&fbclid=IwAR3f9nP2U9xAXwgiv56030dga2xmo2dsl7PUDhCsD5rGz1lVmbSyckv5q6Q,
A119TUN,F174,TUN,TUN174,2020-05-01,,2020,Yes,Social,,,,1,,,,,Details on lockdown,accomodation,OSC actions,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,IOM,Governorate,Mayorship,,,,,TN-51-Sousse,35,50,0,N,10,38,0,E,TN-61-Sfax,34,44,26,N,10,45,37,E,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-03,Video,Arabic,watania Replay,"???? : ????? ??? ?? ????????? ??? ????????? ???????? ??????? ?????
",https://www.youtube.com/watch?v=K0ggxK70RPY&fbclid=IwAR3vGKHg6nqxb0bUBobappljCN69COT85wTxt5LPbR_aMOy0ZSfHfh5oh90,
F033TUN,F175,TUN,TUN175,2020-05-12,,2020,No,Movements,,,,1,,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,191,,,,,,,,Migrants,Authorities,Coast guards,,,,,,,,,TN-61-Sfax,34,44,26,N,10,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-12,Written press,French,African Manager,"Le coronavirus de peu d'effet sur la migration clandestine vers les c“tes italiennes
",https://africanmanager.com/le-coronavirus-de-peu-deffet-sur-la-migration-clandestine-vers-les-cotes-italiennes/,
E115TUN,F176,TUN,TUN176,2020-09-30,,2020,Yes,Movements,,,,1,,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,9884,,,,,,,,Migrants,,,,,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,IT-82-Sicilia,37,35,59,N,14,0,55,E,,,,,,,,,,,,,,,,,,,Approximately,International,2020-09-30,Written press,English,UNHCR,Most common nationalities of sea arrivals (since 1 January 2020),https://data2.unhcr.org/en/situations/mediterranean/location/5205,
E116ITA,F177,ITA,ITA177,2020-05-17,,2020,No,Movements,,,,1,,,,,,,,,,,,Arrival by sea,Dying in sea,,,,,,,,,,,3161,,,6875,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,UNHCR,IOM,Governorate,,,,,IT-82-Sicilia => Lampedusa,37,35,59,N,14,0,55,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,International,2020-05-17,Written press,English,UNHCR,"Italy weekly snapshot - 17 May 2020
",http://data2.unhcr.org/en/situations/mediterranean,
F034ITA,F178,ITA,ITA178,2020-05-01,2020-06-15,2020,No,Movements,Health,,,2,quarantine,access to health care,,,,,,,,,,Rescued at sea,Departure by sea,,,,,,,,,,4000,,,4650,,,4000,,,,,,Migrants,,,,,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,LY-TB-Tarabulus,32,52,3,N,13,11,14,E,IT-82-Sicilia,37,35,59,N,14,0,55,E,ES-ML-Melilla,33,23,0,N,7,8,0,W,Approximately,International,2020-05-06,Written press,French,The Conversation,"Fact check : La fermeture des frontiŠres modifie-t-elle l'itin‚raire des r‚fugi‚s vers l'Europe ?
",https://theconversation.com/fact-check-la-fermeture-des-frontieres-modifie-t-elle-litineraire-des-refugies-vers-leurope-137730,
A120TUN,F179,TUN,TUN179,2020-05-20,,2020,No,Movements,,,,1,,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,,,Governorate,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-20,Social media,Arabic,tunisie info,"?????? ????? ??? ????
",https://www.facebook.com/Tunisieinfo.officielle/posts/1585754174922320,
F035TUN,F18,TUN,TUN18,2020-04-07,,2020,No,Social,,,,1,,,,,OSC actions,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSC (Organisation of civil society),Authorities,,,Governorate,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,2020-04-16,Written press,French,Monde afrique,Le droit des migrants … ne pas mourir du coronavirus,https://mondafrique.com/le-droit-des-migrants-a-ne-pas-mourir-du-coronavirus/,
F036TUN,F180,TUN,TUN180,2020-05-20,,2020,Yes,Movements,Health,,,2,quarantine,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,652,,,,,652,,,,,,,Migrants,,,,,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-20,Radio,French,Mosaique FM,"La v‚rit‚ sur ce qui se passe au poste frontalier de Ras Jedir
",https://www.mosaiquefm.net/fr/actualite-national-tunisie/727715/la-verite-sur-ce-qui-se-passe-au-poste-frontalier-de-ras-jedir,
A121TUN,F181,TUN,TUN181,2020-05-17,,2020,No,Movements,,,,1,,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,Migrants,,,,,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-17,Social media,Arabic,Facebook,,https://www.facebook.com/100001590670190/videos/pcb.3152325784830413/3152324404830551/,
A122TUN,F182,TUN,TUN182,2020-05-17,,2020,No,Movements,,,,1,,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,Migrants,,,,,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-17,Social media,Arabic,Facebook,,https://www.facebook.com/100001590670190/videos/pcb.3152325784830413/3152324551497203/,
A123TUN,F183,TUN,TUN183,2020-05-17,,2020,No,Movements,,,,1,,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,Migrants,,,,,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-17,Social media,Arabic,Facebook,,https://www.facebook.com/100001590670190/videos/pcb.3152325784830413/3152324654830526/,
F037LBY,F184,LBY,LBY184,2020-05-28,,2020,No,Movements,,,,1,,,,,,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,Governorate,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,LY-NQ-An Nuqat al Khams => Ras Ajdir,33,8,55,N,11,33,32,E,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-05-28,Radio,French,Mosaique FM,"Des Tunisiens bloqu‚s en Libye font appel au chef de l'Etat
",https://www.mosaiquefm.net/fr/actualite-national-tunisie/731947/des-tunisiens-bloques-en-libye-font-appel-au-chef-de-l-etat,
F038LBY,F185,LBY,LBY185,2020-05-21,2020-04-16,2020,No,Movements,Security,,,2,,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,700,,,,,,,Migrants,Authorities,Military,,Governorate,,,,,,,LY-NQ-An Nuqat al Khams => Ras Ajdir,33,8,55,N,11,33,32,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-21,Written press,French,Jeune Afrique,"Coronavirus : que s'est-il r‚ellement pass‚ … la frontiŠre tuniso-libyenne ?
",https://www.jeuneafrique.com/931577/politique/coronavirus-que-sest-il-reellement-passe-a-la-frontiere-tuniso-libyenne/,
F039LBY,F186,LBY,LBY186,2020-03-19,2020-04-07,2020,No,Movements,Health,Security,,3,access to health care,,,,,,,,,,,Arrivals through borders,,,,,,Armed clashes,,,,,,,,,,,,,,,,376,Migrants,Authorities,NGO (Non Governmental Organisation),,Governorate,,,,,,,LY-NQ-An Nuqat al Khams => Ras Ajdir,33,8,55,N,11,33,32,E,LY-TB-Tarabulus,32,52,3,N,13,11,14,E,,,,,,,,,,,,,,,,,,,Approximately,France,2020-04-14,Written press,French,France 24,"Covid-19 : des Tunisiens dorment dans le d‚sert libyen en attendant leur rapatriement
",https://observers.france24.com/fr/20200414-covid-19-tunisiens-dorment-desert-libyen-attendant-leur-rapatriement,
F040LBY,F187,LBY,LBY187,2020-04-21,,2020,No,Security,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Military,Police,,,,,,,,,TN-82-M‚denine => Ben Gardane,33,8,20,N,11,13,0,E,LY-NQ-An Nuqat al Khams => Zuwara,32,56,0,N,12,5,0,E,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-21,Written press,French,Tunisie Num‚rique,Tunisie - mise en ‚chec d'un complot visant … introduire les grands chefs de DAECH … Ben Guerdene,https://www.tunisienumerique.com/tunisie-mise-en-echec-dun-complot-visant-a-introduire-les-grands-chefs-de-daech-a-ben-guerdene/,
F041TUN,F188,TUN,TUN188,2020-04-21,,2020,No,Movements,,,,1,,,,,jobs,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,,,Governorate,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-21,Written press,French,Kapitalis,"Quand le retour au pays cesse d'etre un droit, que reste-t-il de la citoyennet‚?",http://kapitalis.com/tunisie/2020/04/21/quand-le-retour-au-pays-cesse-detre-un-droit-que-reste-t-il-de-la-citoyennete/,
F042TUN,F189,TUN,TUN189,2020-04-14,,2020,No,Movements,Health,Social,,3,quarantine,,,,Details on lockdown,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,21,Migrants,Authorities,,,Governorate,,,,,,,TN-22-Zaghouan,36,24,10,N,10,8,36,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-28,Radio,French,Mosaique FM,"Jebel Oust: Prolongement de l'isolement obligatoire pour 41 personnes
",https://www.mosaiquefm.net/fr/actualite-regional-tunisie/731959/jebel-oust-prolongement-de-l-isolement-obligatoire-pour-41-personnes,
F043NER,F190,NER,NER190,2020-04-02,,2020,No,Movements,Health,Social,,3,quarantine,,,,Details on lockdown,,,,,,,Departures,Rescued when crossing borders,,,,,,,,,,1400,,,,,179,,,,,,,Migrants,NGO (Non Governmental Organisation),,,IOM,,,,,,,NE-1-Agadez,16,58,0,N,7,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Turkey,2020-05-06,Written press,French,aa.com.tr,"Niger : plus de 1.400 migrants ouest-africains toujours bloqu‚s dans les centres de transit
",https://www.aa.com.tr/fr/afrique/niger-plus-de-1400-migrants-ouest-africains-toujours-bloqu%C3%A9s-dans-les-centres-de-transit/1866735,
F044NER,F191,NER,NER191,2020-04-10,2020-03-25,2020,No,Health,Movements,Social,,3,quarantine,,,,Details on lockdown,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,,,,,,,,NE-1-Agadez,16,58,0,N,7,59,0,E,LY-TB-Tarabulus,32,52,30,N,13,11,14,E,,,,,,,,,,,,,,,,,,,Approximately,Niger,2020-04-13,Written press,French,Air info,"Agadez : une quarantaine de migrants confin‚s au Stade r‚gional prennent la fuite
",https://airinfoagadez.com/2020/04/13/agadez-une-quarantaine-de-migrants-confines-au-stade-regional-prennent-la-fuite/,
F045NER,F192,NER,NER192,2020-04-11,,2020,No,Health,Movements,,,2,quarantine,,,,,,,,,,,Rescued when crossing borders,,,,,,,,,,,764,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,IOM,Governorate,Mayorship,,,,,NE-1-Agadez,16,58,0,N,7,59,0,E,LY-TB-Tarabulus,32,52,30,N,13,11,14,E,,,,,,,,,,,,,,,,,,,Approximately,France,2020-04-11,Written press,French,France info,"Ni la peur du coronavirus, ni l'enfer libyen ne ralentissent le flux de migrants … travers le d‚sert
",https://www.francetvinfo.fr/monde/afrique/libye/ni-la-peur-du-coronavirus-ni-l-enfer-libyen-ne-ralentissent-le-flux-de-migrants-a-travers-le-desert_3957699.html,
F046NER,F193,NER,NER193,2020-04-20,2020-04-02,2020,No,Health,Movements,Security,,3,quarantine,access to health care,,,,,,,,,,Rescued when crossing borders,,,,,,Riots,,,,,640,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Military,,IOM,Governorate,,,,,,NE-1-Agadez => Arlit,18,44,0,N,7,23,0,E,NE-1-Agadez => Assamaka,19,22,0,N,5,48,0,E,,,,,,,,,,,,,,,,,,,Approximately,France,2020-04-24,Written press,French,France 24,"Niger : … Arlit, des migrants subsahariens se r‚voltent contre une quarantaine sans fin
",https://observers.france24.com/fr/20200424-niger-arlit-migrants-subsahariens-revoltent-protester-contre-une-quarantaine-fin,
F047NER,F194,NER,NER194,2020-07-01,,2020,No,Security,Movements,,,2,,,,,,,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,,,Migrants,Military,Smugglers,,,,,,,,,NE-1-Agadez,16,58,0,N,7,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,2020-08-04,Written press,French,Mondafrique,"Best Of Niger (6), Western et fusillades au Sahara
",https://mondafrique.com/western-et-fusillades-au-sahara-nigerien/,
F048NER,F195,NER,NER195,2020-03-29,2020-04-15,2020,No,Health,Movements,,,2,quarantine,access to health care,,,,,,,,,,Rescued when crossing borders,Arrivals through borders,,,,,,,,,,926,,,,,,,,,,,926,Migrants,NGO (Non Governmental Organisation),Authorities,,IOM,UNHCR,MSF,,,,,NE-1-Agadez => Assamaka,19,22,0,N,5,48,0,E,NE-1-Agadez => Arlit,18,44,0,N,7,23,0,E,NE-1-Agadez,16,58,0,N,7,59,0,E,,,,,,,,,,Approximately,Niger,2020-04-29,Written press,French,Alarme Phone Sahara,Migrant-e-s et r‚fugi‚-e-s expuls‚-e-s au Niger malgr‚ la crise de la Corona et bloqu‚s dans les camps de l'OIM. Des protestations d‚clench‚es par des conditions insupportables.,https://alarmephonesahara.info/fr/news/migrant-e-s-et-refugie-e-s-expulse-e-s-au-niger-malgre-la-crise-de-la-corona-et-bloques-dans-les-camps-de-l-oim-des-protestations-declenchees-par-des-conditions-insupportables,
F049TUN,F196,TUN,TUN196,2020-08-01,,2020,No,Movements,,,,1,,,,,,,,,,,,Rescued at sea,,,,,,,,,,,,,,,70,,,,,,,,Migrants,Authorities,Coast guards,,Governorate,,,,,,,TN-82-M‚denine => Zarzis,33,30,0,N,11,7,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-08-01,Written press,French,Webdo,"Zarzis : 70 migrants ill‚gaux secourus en mer
",http://www.webdo.tn/2020/08/01/zarzis-70-migrants-illegaux-secourus-en-mer/,
F050TUN,F2,TUN,TUN2,,,2020,No,Social,,,,1,,,,,jobs,accomodation,NGOs actions,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),,,others,,,,,,,TN-12-L'Ariana,36,51,45,N,10,11,44,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,2020-04-24,Written press,French,Nawaat,"Confinement : La d‚tresse
 des migrants subsahariens en Tunisie",https://nawaat.org/2020/04/23/confinement-la-detresse-des-migrants-subsahariens-en-tunisie/,
F051TUN,F20,TUN,TUN20,2020-03-22,,2020,No,Social,,,,1,,,,,OSC actions,jobs,Details on lockdown,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,OSC (Organisation of civil society),NGO (Non Governmental Organisation),,Governorate,AESAT,AESIT,,,,,TN-11-Tunis,36,48,3,N,10,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-05,Written press,French,La presse,D‚gradation des conditions de s‚jour des migrants subsahariens: Les oubli‚s du confinement?,https://lapresse.tn/56552/degradation-des-conditions-de-sejour-des-migrants-subsahariens-les-oublies-du-confinement/,
F052TUN,F201,TUN,TUN201,31-07-2020,,2020,Yes,Movements,,,,1,,,,,,,,,,,,Departures,Rescued at sea,,,,,,,,,,,,,70,,,70,,,,,,Migrants,Authorities,Coast guards,,,,,,,,,LY-ZA-Az Zawiyah,32,45,16,N,12,43,47,E,TN-82-M‚denine => Zarzis,33,30,,N,11,7,,E,,,,,,,,,,,,,,,,,,,Sure,Tunisia,2020-07-31,Written press,French,R‚alit‚s Online,L'arm‚e sauve 70 migrants clandestins d'une mort certaine,https://www.realites.com.tn/2020/07/larmee-sauve-70-migrants-clandestins-dune-mort-certaine/,
F053TUN,F202,TUN,TUN202,,,2020,No,Social,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authorities,Migrants,,,Governorate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-08-03,Written press,French,R‚alit‚s Online,Tunisie - Italie : Quel nouvel accord migratoire ?,https://www.realites.com.tn/2020/08/tunisie-italie-quel-nouvel-accord-migratoire/,
F054LBY,F203,LBY,LYB203,24-03-2020,2020-03-25,2020,Yes,Health,Social,Security,,3,infections,quarantine,,,government actions,,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,,,Authorities,,,,Governorate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,2020-03-26,Written press,French,Le Monde,Le coronavirus arrive au Mali et en Libye en guerre,https://www.lemonde.fr/afrique/article/2020/03/26/le-coronavirus-arrive-au-mali-et-en-libye-en-guerre_6034493_3212.html,
F055LYB,F204,LYB,LYB204,15-04-2020,,2020,Yes,Movements,Health,,,2,risk of infections,,,,NGOs actions,government actions,,,,,,Arrival by sea,,,,,,,,,,,,,,,51,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,UNHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,08-05-2020,Written press,French,CINU,Covid-19 : l'ONU demande un moratoire sur les renvois de migrants en Libye,https://unictunis.org.tn/2020/05/08/covid-19-lonu-demande-un-moratoire-sur-les-renvois-de-migrants-en-libye/,
F056LBY,F205,LBY,LYB205,,,2020,No,Social,,,,1,,,,,Details on lockdown,jobs,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),OSC (Organisation of civil society),,UNHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,09-05-2020,Radio,French,Franceinfo,Coronavirus : les migrants durement touch‚s en Libye,https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-les-migrants-durement-touches-en-libye_3956123.html,
F057LBY,F207,LBY,LYB207,18-03-2020,,2020,Yes,Social,Health,Security,,3,risk of infections,access to health care,,,Details on lockdown,government actions,accomodation,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,,,Migrants,Authorities,Military,,Governorate,others,,,,,,LY-TB-Tarabulus,32,52,"30,68",N,13,11,"14,86",E,LY-MI-Misratah,32,22,40,N,15,5,"24,5",E,,,,,,,,,,,,,,,,,,,Sure,France,26-03-2020,Written press,French,JeuneAfrique,L'apparition du coronavirus dans une Libye ravag‚e par la guerre fait craindre le pire,https://www.jeuneafrique.com/916085/societe/lapparition-du-coronavirus-dans-une-libye-ravagee-par-la-guerre-fait-craindre-le-pire/,
F058LBY,F208,LBY,LYB208,,,2020,No,Movements,,,,1,,,,,,,,,,,,Departure by sea,,,,,,Armed clashes,,,,,,,,,,,650000,,,,,,Migrants,Authorities,,,Governorate,,,,,,,LY-TB-Tarabulus,32,52,"30,68",N,13,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,14-04-2020,Radio,French,RTL,Coronavirus et crise migratoire : la Libye proche d'un d‚sastre humanitaire,https://www.rtl.fr/actu/international/coronavirus-et-crise-migratoire-la-libye-proche-d-un-desastre-humanitaire-7800397491,
F059LBY,F209,LBY,LYB209,24-03-2020,26-03-2020,2020,Yes,Health,Security,,,2,infections,risk of infections,access to health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Military,,Governorate,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,28-03-2020,Written press,French,France24,La Libye en rangs divis‚s face … l'arriv‚e du coronavirus,https://www.france24.com/fr/20200328-la-libye-en-rangs-divis%C3%A9s-face-%C3%A0-l-arriv%C3%A9e-du-coronavirus,
F060TUN,F21,TUN,TUN21,,,2020,No,Social,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,Governorate,Mayorship,,,,,,TN-12-L'Ariana => Raoued,36,57,"16,15",N,10,"11,28",91,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-27,Written press,French,Gnet,Reportage : La mairie de Raoued … la rescousse des migrants subsahariens,https://news.gnet.tn/reportage-la-mairie-de-raoued-a-la-rescousse-des-migrants-subsahariens/,
F061LBY,F210,LBY,LYB210,31-03-2020,,2020,Yes,Health,Social,,,2,infections,access to health care,,,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,others,,,,,,,LY-MI-Misratah,32,22,40,N,15,5,43975,E,LY-TB-Tarabulus,32,52,"30,68",N,13,11,"14,86",E,,,,,,,,,,,,,,,,,,,Sure,Turkey,01-04-2020,Written press,French,Anodolu Agency,"Libye: L'ONU s'inquiŠte face au ""risque ‚lev‚ "" de propagation du Covid-19",https://www.aa.com.tr/fr/afrique/libye-lonu-sinqui%C3%A8te-face-au-risque-%C3%A9lev%C3%A9-de-propagation-du-covid-19-/1788293,
F062LBY,F211,LBY,LYB211,,,2020,No,Health,Social,,,2,risk of infections,,,,Details on lockdown,jobs,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,UNHCR,,,,,,,LY-ZA-Az Zawiyah,32,45,16,N,12,43,47,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,12-05-2020,Video,French,TV5Monde,Coronavirus en Libye : les r‚fugi‚s livr‚s … eux-mˆmes,https://information.tv5monde.com/video/coronavirus-en-libye-les-refugies-livres-eux-memes,
F063LBY,F212,LBY,LYB212,15-04-2020,,2020,Yes,Movements,,,,1,,,,,,,,,,,,Rescued at sea,Dying in sea,,,,,,,,,,,5,,51,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,UNHCR,,,,,,,LY-TB-Tarabulus,32,52,"30,68",N,13,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,16-04-2020,Written press,French,Africanews,Libye : cinq migrants morts dans un naufrage (HCR),https://fr.africanews.com/2020/04/16/libye-cinq-migrants-morts-dans-un-naufrage-hcr//,
