id-article-new,id-article,Event-id-country,Event-id-no-country,Event Date 1,Event Date 2,Event-Year,datetime precision,Event-Type 1,Event-Type 2,Event-Type 3,Event-Type 4,nbre-event-type,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of departed people by sea,Number of departed people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,Actors 1,Actors 2,Actors 3,,Sub-actors 1,Sub-actors 2,Sub-actors 3,Sub-actors 4,Sub-actors 5,Sub-actors 6,Sub-actors 7,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Geo-precision,Source-Country,Source-date,Source-Type,Language,Source-Name,Notes,Link to the press article,Notes / Quotes
E048LBY,E37,LBY,LBY37,06-04-2020,,2020,,Social,Health,,,2,risk of infections,access to health care,,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,OSC (Organisation of civil society),Authorities,,UNHCR,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,13,11,"14,86",E,IT-82-Sicilia => Lampedusa,35,31,,N,12,35,,E,,,,,,,,,,,,,,,,,,,Approximately,USA,06-04-2020,Written press,English,The Washington Institute,,https://www.washingtoninstitute.org/fikraforum/view/Italy-Libya-Coronavirus-COVID-Middle-East-Refugees-Migration,"Italy, Libya, and the Threat of Coronavirus"
E049LBY,E38,LBY,LBY38,15-04-2020,,2020,No,Social,Health,,,2,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,accomodation,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,OSC (Organisation of civil society),Authorities,Health care,,IOM,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,13,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,22-04-2020,Written press,English,African News,,https://www.africanews.com/2020/04/24/coronavirus-libya-impact-of-covid-19-prevention-measures-on-humanitarian-operations-for-health-sector-in-libya/,Coronavirus - Libya: Impact of COVID-19 prevention measures on humanitarian operations for Health Sector in Libya
E050LBY,E39,LBY,LBY39,25-05-2020,,2020,No,Social,Movements,,,2,,,,,jobs,Details on lockdown,government actions,OSC actions,,,,Arrival by sea,Departure by sea,,,,,,,,,,,2,,,3400,,,,,,,,Migrants,Coast guards,Authorities,,,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,13,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,UK,25-05-2020,Written press,English,The Irish Times,,https://www.irishtimes.com/news/world/africa/migrant-39-who-failed-to-reach-europe-dies-in-libyan-detention-centre-1.4262356?fbclid=IwAR3b-zrgaIxrqLxnnriyjauSa2YiQSOhZiGrxZAFd5fTlpa75kFTn1fuJO4,Migrant (39) who failed to reach Europe dies in Libyan detention centre
E051TUN,E4,TUN,TUN4,05-08-2020,,2020,Yes,Movements,,Social,,2,,,,,jobs,OSC actions,Details on lockdown,,,,,Departures,,,,,,,,,,,,,62,62,,,,,,,,,Migrants,Coast guards,,,Governorate,,,,,,,TN-61-Sfax,34,44,26,N,10,45,37,E,TN-61-Sfax => Kerkennah,33,44,26,N,10,45,37,E,,,,,,,,,,,,,,,,,,,Approximately,France,08-05-2020,Written press,English,Info Migrants,,https://www.infomigrants.net/en/post/24614/53-of-migrants-lost-jobs-in-tunisia-in-covid-19-lockdown,53% of migrants lost jobs in Tunisia in COVID-19 lockdown
E052ITA,E40,ITA,ITA40,07-04-2020,,2020,No,Social,Movements,,,2,,,,,jobs,Details on lockdown,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,Departure by sea,,,,,,,,,,,,,,1000,,,,,,,,Migrants,Coast guards,Authorities,,IOM,,,,,,,ES-ML-Melilla,33,23,,N,7,8,,W,IT-82-Sicilia => Lampedusa,35,31,,N,12,35,,E,,,,,,,,,,,,,,,,,,,Approximately,France,19-05-2020,Written press,English,Euro Med Rights,,://bit.ly/3gjz3ni,"
The extremely vulnerable situation of #migrants and #refugees held in hotspots and detention centres has been further aggravated by #Covid-19 in the Greek islands, Spain, Tunisia, Italy & Malta.The extremely vulnerable situation of #migrants and #refugees held in hotspots and detention centres has been further aggravated by #Covid-19 in the Greek islands, Spain, Tunisia, Italy & Malta."
E053LBY,E41,LBY,LBY41,01-04-2020,,2020,No,Health,Security,,,2,infections,access to health care,,quarantine,,,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,,,Military,Authorities,,,,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,USA,07-05-2020,Written press,English,Human Rights Watch,,https://www.hrw.org/news/2020/05/07/despite-covid-19-libya-war-rages-civilians-risk,"Despite Covid-19, Libya War Rages, with Civilians at Risk"
E054LBY,E42,LBY,LBY42,27-04-2020,,2020,No,Health,Movements,Security,,3,risk of infections,,access to health care,,,,,,,,,Departures,Rescued when crossing borders,,,,,Killings,Kidnap,,,,,,,,,,,,,,,,Military,Coast guards,Authorities,,,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,USA,27-04-2020,Written press,English,Amnesty International,,https://www.amnesty.org/en/documents/eur01/2217/2020/en/,EU: TIME TO REVIEW AND REMEDY COOPERATION POLICIES FACILITATING ABUSE OF REFUGEES AND MIGRANTS IN LIBYA
E055LBY,E43,LBY,LBY43,01-01-2020,,2020,No,Health,Movements,Security,,3,infections,risk of infections,access to health care,quarantine,,,,,,,,Rescued at sea,Arrival by sea,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,,,Military,OSC (Organisation of civil society),Migrants,,IOM,Governorate,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Switzeland,13-05-2020,Written press,English,IOM,,https://www.iom.int/news/conflict-and-covid-19-pandemic-present-significant-threat-life-libya,Conflict and the COVID-19 Pandemic Present a Significant Threat to Life in Libya
E056LBY,E44,LBY,LBY44,01-03-2020,,2020,No,Health,Movements,Social,,3,infections,risk of infections,quarantine,,Details on lockdown,government actions,jobs,accomodation,,,,Departures,Arrivals through borders,Rescued when crossing borders,,,,,,,,,,,,6445,,,,1300,,,,,Migrants,OSC (Organisation of civil society),Authorities,,IOM,,,,,,,LY-MI-Misratah,32,22,40,N,15,5,43975,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Switzeland,08-05-2020,Written press,English,Flow Monitoring-IOM,,https://migration.iom.int/reports/libya-%E2%80%94-mobility-restriction-dashboard-3-7-may-2020,Libya - Mobility Restriction Dashboard
E057LBY,E45,LBY,LBY45,01-01-2020,29-02-2020,2020,No,Health,Social,,,2,risk of infections,access to health care,quarantine,,jobs,accomodation,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,Governorate,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,LY-MI-Misratah,32,22,40,N,15,5,"24,5",E,,,,,,,,,,,,,,,,,,,Approximately,Switzeland,21-04-2020,Written press,English,Flow Monitoring-IOM,,https://bit.ly/2KjBjfy,"Migrants face constraints in accessing health care during the COVID-19 outbreak, as 71% of them interviewed in January - February 2020 had reported limited or no access to health services."
E058LBY,E46,LBY,LBY46,29-04-2020,,2020,No,Health,Social,,,2,risk of infections,quarantine,access to health care,infections,jobs,Details on lockdown,accomodation,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,USA,29-04-2020,Written press,English,The New Humanitarian,,https://www.thenewhumanitarian.org/opinion/first-person/2020/04/29/Sudanese-refugee-Libya-lockdown-coronavirus,Locked down in Libya: One refugee's reflections on conflict and COVID-19
E059LBY,E47,LBY,LBY47,04-04-2020,,2020,No,Health,Social,,,2,risk of infections,quarantine,infections,access to health care,jobs,accomodation,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,68",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,International,04-04-2020,Written press,English,Aljazeera,,https://www.aljazeera.com/news/2020/04/covid-19-outbreak-libya-catastrophic-migrants-200403101356223.html,Libya: Coronavirus outbreak could be 'catastrophic' for migrants
E060LBY,E48,LBY,LBY48,01-05-2020,,2020,No,Health,Social,Security,,3,risk of infections,access to health care,quarantine,infections,jobs,accomodation,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,01-05-2020,Written press,English,Info Migrants,,https://www.infomigrants.net/en/post/24440/migrants-in-libya-trapped-between-war-and-coronavirus,Migrants in Libya trapped between war and coronavirus
E061LBY,E49,LBY,LBY49,24-03-2020,,2020,No,Health,Social,,,2,infections,risk of infections,quarantine,access to health care,jobs,accomodation,Details on lockdown,government actions,NGOs actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,OSC (Organisation of civil society),Authorities,,IOM,UNHCR,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,UK,24-03-2020,Written press,English,The Guardian Weekly,,https://www.theguardian.com/global-development/2020/mar/24/libyas-refugees-face-being-cut-off-from-aid-due-to-coronavirus,Libya's refugees face being cut off from aid due to coronavirus
E062TUN,E5,TUN,TUN5,24-04-2020,,2020,Yes,Movements,Health,Social,,3,,,,,Details on lockdown,government actions,OSC actions,,,,,Arrivals through borders,,,,,,,,,,,,,,200,,200,,,,,,,Migrants,Health care,,,IOM,,,,,,,LY-NQ-An Nuqat al Khams => Ras Ajdir,33,8,53,N,11,33,59,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,UK,2020-04-24,Written press,English,MEMO middle East monitor,,https://www.middleeastmonitor.com/20200424-hundreds-return-to-tunisia-from-libya-due-to-coronavirus/,Hundreds return to Tunisia from Libya due to coronavirus
E063LBY,E50,LBY,LBY50,28-03-2020,,2020,No,Health,Social,Security,,3,infections,risk of infections,access to health care,quarantine,jobs,accomodation,government actions,Details on lockdown,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,OSC (Organisation of civil society),Authorities,,IOM,UNHCR,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,USA,29-03-2020,Written press,English,Human Rights Watch,,https://www.hrw.org/news/2020/03/29/libya-detainees-risk-coronavirus-spread,Libya: Detainees at Risk of Coronavirus Spread
E064LBY,E51,LBY,LBY51,16-04-2020,,2020,No,Health,Social,Security,,3,infections,risk of infections,quarantine,access to health care,jobs,accomodation,government actions,NGOs actions,OSC actions,Details on lockdown,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,,,Migrants,Military,OSC (Organisation of civil society),,IOM,UNHCR,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,16-04-2020,Written press,English,EuroNews,,https://www.euronews.com/2020/04/16/libya-caught-between-bombs-bullets-and-now-covid-19,"Libya: Caught between bombs, bullets and now COVID-19"
E065LBY,E52,LBY,LBY52,25-05-2020,,2020,No,Health,Security,Social,,3,infections,risk of infections,quarantine,,Details on lockdown,OSC actions,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,400,,,,,,,,Migrants,Coast guards,OSC (Organisation of civil society),,IOM,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,UK,25-05-2020,Written press,English,Arab News,,https://www.arabnews.com/node/1679776/middle-east,"UN: Libya coast guard intercepts, detains about 400 migrants"
E066ITA,E53,ITA,ITA53,24-06-2020,21-06-2020,2020,Yes,Health,Movements,Social,,3,infections,risk of infections,,,Details on lockdown,OSC actions,government actions,,,,,Rescued at sea,,,,,,,,,,28,,,,,211,,,,,,,,Migrants,Military,Authorities,,Governorate,IOM,,,,,,IT-82-Sicilia,37,35,"59,85",N,14,0,"55,36",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Turkey,24-06-2020,Written press,English,Anadolu agency,,https://www.aa.com.tr/en/europe/28-rescued-migrants-test-covid-19-positive-off-italy/1888486,28 rescued migrants test covid-19 positive off Italy
E067LBY,E54,LBY,LBY54,01-01-2020,27-04-2020,2020,Yes,Movements,,,,1,,,,,,,,,,,,Rescued at sea,Arrival by sea,,,,,,,,,,,,,,16915,,,,,,,,Migrants,Authorities,,,,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,27-04-2020,Written press,English,African News,,https://www.africanews.com/2020/04/27/coronavirus-libya-the-situation-in-libya-and-on-the-migration-route-to-europe/,CoronaVirus-Libya: the situation in libya and on the migration route to Europe
E068LBY,E55,LBY,LBY55,15-06-2020,08-06-2020,2020,Yes,Health,Social,,,2,risk of infections,,,,Details on lockdown,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,15-06-2020,Written press,English,Info Migrants,,https://www.infomigrants.net/en/post/25359/covid-19-has-aggravated-situation-for-migrants-in-libya-says-msf,COVID-19 has aggravated situation for migrants in Libya says MSF
E069LBY,E56,LBY,LBY56,07-06-2020,31-05-2020,2020,Yes,Health,Social,Movements,,3,risk of infections,infections,quarantine,access to health care,Details on lockdown,jobs,accomodation,government actions,OSC actions,NGOs actions,,Arrivals through borders,,,,,,,,,,,,,,,,9100,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,UNHCR,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,LY-MI-Misratah,32,22,40,N,15,5,"24,5",E,LY-NQ-An Nuqat al Khams => Ras Ajdir,38,8,"55,043",N,11,33,"32,044",E,,,,,,,,,,Approximately,USA,08-06-2020,Written press,English,Relief Web,,https://reliefweb.int/report/libya/libya-covid-19-situation-report-no-6-08-june-2020,"Libya: COVID-19 - Situation Report No. 6, As of 08 June 2020"
E070LBY,E57,LBY,LBY57,27-05-2020,,2020,No,Health,Social,Movements,,3,risk of infections,infections,quarantine,access to health care,Details on lockdown,jobs,accomodation,NGOs actions,government actions,OSC actions,,Arrivals through borders,,,,,,,,,,,,,,,,2000,,,,,,,Migrants,Authorities,OSC (Organisation of civil society),,IOM,UNHCR,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,7,"14,86",E,LY-MI-Misratah,32,22,40,N,15,5,"24,5",E,LY-NQ-An Nuqat al Khams => Ras Ajdir,38,8,"55,043",N,11,33,"32,044",E,,,,,,,,,,Approximately,USA,27-05-2020,Written press,English,Relief Web,,https://reliefweb.int/report/libya/libya-covid-19-situation-report-no-5-27-may-2020,"Libya: COVID-19 - Situation Report No. 5, As of 27 May 2020"
E071LBY,E58,LBY,LBY58,02-06-2020,,2020,No,Health,Social,Security,,3,risk of infections,quarantine,,,Details on lockdown,jobs,government actions,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,,,Migrants,Health care,OSC (Organisation of civil society),,,,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,02-06-2020,Written press,English,MSF,,https://www.msf.org/conflict-and-covid-19-adds-crisis-libya,Conflict and COVID-19 adds up to a crisis within a crisis in Libya
E072LBY,E59,LBY,LBY59,13-05-2020,,2020,No,Health,Social,Security,Movements,4,risk of infections,,infections,access to health care,Details on lockdown,jobs,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,,,Migrants,OSC (Organisation of civil society),Authorities,,IOM,UNHCR,,,,,,LY-TB-Tarabulus,32,52,"32,68",N,7,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Switzeland,13-05-2020,Written press,English,IOM,,https://www.iom.int/news/conflict-and-covid-19-pandemic-present-significant-threat-life-libya,Conflict and the COVID-19 Pandemic Present a Significant Threat to Life in Libya
E073TUN,E6,TUN,TUN6,15-06-2020,,2020,Yes,Social,Health,,,2,risk of infections,quarantine,,,jobs,government actions,accomodation,,,,,,,,,,,Killings,,,,,,,,,,,,,,,,,Migrants,Authorities,,,IOM,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,15-05-2020,Written press,English,INKFADA,,https://inkyfada.com/en/2020/05/15/migrant-workers-tunisia-covid/,CONFINED TO PRECARITY: THE IVORIAN VENDORS OF TUNIS
E074LBY,E61,LBY,LBY61,01-04-2020,,2020,No,Movements,Social,Security,,3,,,,,jobs,NGOs actions,,,,,,Rescued at sea,Arrival by sea,Departure by sea,Arrivals through borders,Departures,,Armed clashes,,,,,,,,3852,5700,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,Governorate,IOM,UNHCR,EU,Coastguards,,,LY-TB-Tarabulus,32,52,"30,68",N,11,11,"14,86",E,MT-60-Valletta,35,53,52,N,14,30,45,E,,,,,,,,,,,,,,,,,,,Approximately,Belgium,01-06-2020,Written press,English,Martens Center,COVID-19 and the Old-New Politics of Irregular Migration from Libya,https://martenscentre.eu/publications/covid-19-and-old-new-politics-irregular-migration-libya,
E075LBY,E62,LBY,LBY62,2020-09-30,,2020,No,Health,,,,1,infections,access to health care,,,,,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,,,,,,,,,,Health care,,,,,,,,,,,LY-TB-Tarabulus,32,52,"30,68",N,11,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Turkey,2020-10-14,Written press,English,DTM,COVID-19 update [unti l30 June ],,
E076LBY,E63,LBY,LBY63,07-04-2020,,2020,No,Movements,Social,Health,,3,infections,,,,jobs,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,Migrants,Health care,Smugglers,,Governorate,,,,,,,LY-TB-Tarabulus,32,52,"30,68",N,11,,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Switzeland,27-04-2020,Written press,English,Mixed Migration Center ,Impact of COVID - 19 on refugees and migrants ,https://drc.ngo/media/5756643/116_covid_snapshot_na.pdf,
E077LBY,E64,LBY,LBY64,,,2020,No,Movements,Security,Health,,3,access to health care,,,,,,,,,,,Rescued at sea,Arrival by sea,,,,,Armed clashes,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,,,,,,,,LY-TB-Tarabulus,32,52,"30,68",N,11,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,2020-07-02,Written press,English,europa ,Eu Emergency Trust Fund for Africa : New  assistance package to support vulnerable groups and address COVID - 19 in North Africa .,https://ec.europa.eu/commission/presscorner/detail/en/ip_20_1244,
