,Event Date 1,Event Date 2,Event-Type 1,Event-Type 2,Event-Type 3,Event-Type 4,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
130,07-04-2020,,Social,Movements,,,,,,,jobs,Details on lockdown,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,Departure by sea,,,,,,,,,,,,,,1000,,,,,,ES-ML-Melilla,33.0,23.0,,N,7.0,8,,W,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,France,19-05-2020,Written press,English,Melilla,ES-ML,Spain
131,01-04-2020,,Health,Security,,,infections,access to health care,,quarantine,,,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,07-05-2020,Written press,English,tripoli,LY-TB,Libya
132,27-04-2020,,Health,Movements,Security,,risk of infections,,access to health care,,,,,,,,,Departures,Rescued when crossing borders,,,,,Killings,Kidnap,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,27-04-2020,Written press,English,tripoli,LY-TB,Libya
133,01-01-2020,,Health,Movements,Security,,infections,risk of infections,access to health care,quarantine,,,,,,,,Rescued at sea,Arrival by sea,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
134,01-03-2020,,Health,Movements,Social,,infections,risk of infections,quarantine,,Details on lockdown,government actions,jobs,accomodation,,,,Departures,Arrivals through borders,Rescued when crossing borders,,,,,,,,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
135,01-01-2020,29-02-2020,Health,Social,,,risk of infections,access to health care,quarantine,,jobs,accomodation,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
136,29-04-2020,,Health,Social,,,risk of infections,quarantine,access to health care,infections,jobs,Details on lockdown,accomodation,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
137,04-04-2020,,Health,Social,,,risk of infections,quarantine,infections,access to health care,jobs,accomodation,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
138,01-05-2020,,Health,Social,Security,,risk of infections,access to health care,quarantine,infections,jobs,accomodation,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
139,24-03-2020,,Health,Social,,,infections,risk of infections,quarantine,access to health care,jobs,accomodation,Details on lockdown,government actions,NGOs actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
140,24-04-2020,,Movements,Health,Social,,,,,,Details on lockdown,government actions,OSC actions,,,,,Arrivals through borders,,,,,,,,,,,,,,200,,200,,,,,LY-NQ-An Nuqat al Khams => Ras Ajdir,33.0,8.0,53,N,11.0,33,59,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,2020-04-24,Written press,English,An Nuqat al Khams,LY-NQ,Libya
141,28-03-2020,,Health,Social,Security,,infections,risk of infections,access to health care,quarantine,jobs,accomodation,government actions,Details on lockdown,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-03-2020,Written press,English,tripoli,LY-TB,Libya
142,16-04-2020,,Health,Social,Security,,infections,risk of infections,quarantine,access to health care,jobs,accomodation,government actions,NGOs actions,OSC actions,Details on lockdown,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,16-04-2020,Written press,English,tripoli,LY-TB,Libya
143,25-05-2020,,Health,Security,Social,,infections,risk of infections,quarantine,,Details on lockdown,OSC actions,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,400,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,25-05-2020,Written press,English,tripoli,LY-TB,Libya
144,24-06-2020,21-06-2020,Health,Movements,Social,,infections,risk of infections,,,Details on lockdown,OSC actions,government actions,,,,,Rescued at sea,,,,,,,,,,28.0,,,,,211,,,,,,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,0,"55,36",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,24-06-2020,Written press,English,Sicilia,IT-82,Italy
145,01-01-2020,27-04-2020,Movements,,,,,,,,,,,,,,,Rescued at sea,Arrival by sea,,,,,,,,,,,,,,16915,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,27-04-2020,Written press,English,tripoli,LY-TB,Libya
146,15-06-2020,08-06-2020,Health,Social,,,risk of infections,,,,Details on lockdown,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,15-06-2020,Written press,English,tripoli,LY-TB,Libya
147,07-06-2020,31-05-2020,Health,Social,Movements,,risk of infections,infections,quarantine,access to health care,Details on lockdown,jobs,accomodation,government actions,OSC actions,NGOs actions,,Arrivals through borders,,,,,,,,,,,,,,,,9100,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,LY-NQ-An Nuqat al Khams => Ras Ajdir,38.0,8.0,"55,043",N,11.0,33.0,"32,044",E,,,,,,,,,,USA,08-06-2020,Written press,English,tripoli,LY-TB,Libya
148,27-05-2020,,Health,Social,Movements,,risk of infections,infections,quarantine,access to health care,Details on lockdown,jobs,accomodation,NGOs actions,government actions,OSC actions,,Arrivals through borders,,,,,,,,,,,,,,,,2000,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,7,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,LY-NQ-An Nuqat al Khams => Ras Ajdir,38.0,8.0,"55,043",N,11.0,33.0,"32,044",E,,,,,,,,,,USA,27-05-2020,Written press,English,tripoli,LY-TB,Libya
149,02-06-2020,,Health,Social,Security,,risk of infections,quarantine,,,Details on lockdown,jobs,government actions,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,02-06-2020,Written press,English,tripoli,LY-TB,Libya
150,13-05-2020,,Health,Social,Security,Movements,risk of infections,,infections,access to health care,Details on lockdown,jobs,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
151,15-06-2020,,Social,Health,,,risk of infections,quarantine,,,jobs,government actions,accomodation,,,,,,,,,,,Killings,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,15-05-2020,Written press,English,Tunis,TN-11,Tunisia
152,01-04-2020,,Movements,Social,Security,,,,,,jobs,NGOs actions,,,,,,Rescued at sea,Arrival by sea,Departure by sea,Arrivals through borders,Departures,,Armed clashes,,,,,,,,3852,5700,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,,,,,,,,,,,,,,,,,,,Belgium,01-06-2020,Written press,English,tripoli,LY-TB,Libya
153,2020-09-30,,Health,,,,infections,access to health care,,,,,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,2020-10-14,Written press,English,tripoli,LY-TB,Libya
154,07-04-2020,,Movements,Social,Health,,infections,,,,jobs,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,27-04-2020,Written press,English,tripoli,LY-TB,Libya
155,,,Movements,Security,Health,,access to health care,,,,,,,,,,,Rescued at sea,Arrival by sea,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,2020-07-02,Written press,English,tripoli,LY-TB,Libya
156,,,Health,,,,access to health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,2020-06-17,Written press,English,tripoli,LY-TB,Libya
157,23-07-2020,22-07-2020,Movements,Health,Social,,access to health care,infections,,,NGOs actions,accomodation,,,,,,Rescued at sea,Arrival by sea,,,,,,,,,,,,,,"6,027",,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,24-07-2020,Written press,English,tripoli,LY-TB,Libya
158,,,Health,,,,access to health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,16-07-2020,Written press,English,tripoli,LY-TB,Libya
159,01-06-2020,,Movements,,,,,,,,jobs,,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,16,N,12.0,43,47,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,01-07-2020,Written press,English,Az Zawiyah,LY-ZA,Libya
160,24-03-2020,13-04-2020,Health,Social,,,infections,quarantine,,,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,16-05-2020,Written press,English,tripoli,LY-TB,Libya
161,01-02-2020,,Movements,Health,,,infections,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,40000,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,20-05-2020,Written press,English,tripoli,LY-TB,Libya
162,13-04-2020,,Security,Health,,,infections,,,,,,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,16-04-2020,Video,English,tripoli,LY-TB,Libya
163,01-04-2020,,Movements,Security,Social,,,,,,jobs,,,,,,,Rescued at sea,Dying in sea,,,,,Armed clashes,,,,,,5,,,68,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,17-04-2020,Written press,English,tripoli,LY-TB,Libya
164,07-04-2020,,Movements,,,,,,,,,,,,,,,Dying in sea,Departure by sea,,,,,,,,,,,12,,,,,,,,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,LY-TB-Tarabulus,32.0,52,"30,68",N,11.0,11.0,"14,86",E,,,,,,,,,,,,,,,,,,,International,13-05-2020,Written press,English,Valletta,MT-60,Malta
165,01-04-2020,,Movements,Health,,,quarantine,,,,,,,,,,,Dying in sea,Rescued at sea,Arrival by sea,Departure by sea,,,,,,,,,63,,,706,392,,,,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,12-05-2020,Written press,English,Valletta,MT-60,Malta
166,,,Movements,Social,Health,Security,quarantine,,,,jobs,,,,,,,Arrival by sea,Rescued at sea,Departure by sea,,,,,,,,,,,,,125,,,,51,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,04-05-2020,Written press,English,tripoli,LY-TB,Libya
167,14-04-2020,15-04-2020,Movements,,,,,,,,,,,,,,,Dying in sea,Departure by sea,,,,,,,,,,,,,,,,,,,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,LY-TB-Tarabulus,32.0,52,"30,68",N,11.0,11.0,"14,86",E,,,,,,,,,,,,,,,,,,,USA,30-04-2020,Written press,English,Valletta,MT-60,Malta
168,30-01-2020,,Movements,Health,,,risk of infections,quarantine,,,,,,,,,,Arrival by sea,Dying in sea,Rescued at sea,Departure by sea,,,,,,,,,10000,,,"492,841",,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,06-04-2020,Written press,English,tripoli,LY-TB,Libya
169,06-04-2020,21-03-2020,Social,Health,,,infections,access to health care,,,government actions,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,17-04-2020,Written press,English,Tunis,TN-11,Tunisia
170,14-07-2020,,Movements,,,,,,,,,,,,,,,Rescued at sea,Dying in sea,Arrival by sea,Departure by sea,,,,,,,,,5,,,1500,,,,51,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,01-05-2020,Written press,English,Valletta,MT-60,Malta
171,08-05-2020,,Movements,Health,Social,Security,risk of infections,,,,government actions,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-NQ-An Nuqat al Khams => Zuwara,32.0,,56,N,12.0,,5,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,06-05-2020,Written press,English,An Nuqat al Khams,LY-NQ,Libya
172,29-04-2020,,Movements,Health,,,quarantine,,,,,,,,,,,Arrival by sea,Dying in sea,,,,,,,,,,,1,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,22-05-2020,Written press,English,Tunis,TN-11,Tunisia
173,,,Movements,,,,,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,28-04-2020,Written press,English,tripoli,LY-TB,Libya
174,01-04-2020,,Movements,Social,Health,,access to health care,,,,Details on lockdown,jobs,,,,,,Arrival by sea,Dying in sea,Departure by sea,,,,,,,,,,283,,,5188,,,,,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,18-09-2020,Written press,English,Valletta,MT-60,Malta
175,22-03-2020,,Social,,,,,,,,Details on lockdown,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,21-04-2020,Written press,English,Tunis,TN-11,Tunisia
176,04-05-2020,,Social,Health,Security,Movements,access to health care,,,,Details on lockdown,jobs,,,,,,Arrival by sea,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,LY-MI-Misratah,32.0,22,40,N,5.0,5.0,"24,5",E,LY-ZA-Az Zawiyah,32.0,45.0,16,N,43.0,43.0,47,E,,,,,,,,,,UK,08-05-2020,Written press,English,tripoli,LY-TB,Libya
177,01-03-2020,,Movements,Health,,,infections,,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,22000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,12-05-2020,Written press,English,tripoli,LY-TB,Libya
178,22-03-2020,,Social,Health,,,quarantine,,,,Details on lockdown,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,15-05-2020,Written press,English,Tunis,TN-11,Tunisia
179,08-05-2020,13-05-2020,Movements,Health,Social,,quarantine,,,,NGOs actions,,,,,,,Rescued at sea,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,TN-61-Sfax,34.0,44,26,N,10.0,45.0,37,E,TN-82-Mdenine => Zarzis,33.0,30.0,10,N,11.0,7.0,10,E,,,,,,,,,,Tunisia,08-05-2020,Social media,English,Tunis,TN-11,Tunisia
180,27-06-2020,19-07-2020,Movements,Health,,,quarantine,,,,,,,,,,,Rescued at sea,,,,,,,,,,,,,,,190,                                                             <1800,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,43.0,43,47,E,TN-82-Mdenine => Zarzis,33.0,30,,N,11.0,7.0,7,E,TN-61-Sfax,34.0,44.0,26,N,10.0,45.0,37,E,,,,,,,,,,Switzeland,31-07-2020,Written press,English,Az Zawiyah,LY-ZA,Libya
181,24-08-2020,,Movements,Health,,,infections,quarantine,,,,,,,,,,Arrivals through borders,,,,,,,,,,2.0,,,,,,,,,,,TN-33-Le Kef,36.0,10.0,10,N,8.0,42,42,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,24-08-2020,Written press,English,Le Kef,TN-33,Tunisia
182,25-06-2020,,Social,Health,,,risk of infections,access to health care,,,jobs,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,07-06-2020,Written press,English,Tunis,TN-11,Tunisia
183,01-06-2020,,Social,,,,,,,,government actions,Details on lockdown,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,16-07-2020,Written press,English,Sfax,TN-61,Tunisia
184,01-07-2020,,Movements,Social,Health,,infections,,,,jobs,,,,,,,Arrival by sea,,,,,,,,,,,,,,,6628,,,,,,TN-82-Mdenine => Zarzis,33.0,30.0,30,N,11.0,7,7,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,12-08-2020,Written press,English,Mdenine,TN-82,Tunisia
185,11-08-2020,31-07-2020,Movements,,,,,,,,,,,,,,,Arrival by sea,Rescued at sea,Departure by sea,,,,,,,,,,,,,21618,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,18-08-2020,Written press,English,Tunis,TN-11,Tunisia
186,,,Movements,,,,,,,,,,,,,,,Rescued at sea,,,,,,,,,,,,,,,,,,,,,TN-82-Mdenine => Zarzis,33.0,30.0,30,N,11.0,7,7,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,,Written press,English,Mdenine,TN-82,Tunisia
187,10-09-2020,,Movements,,,,,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,51,,,,,,TN-53-Mahdia,35.0,30.0,17,N,11.0,3,44,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,10-09-2020,Written press,English,Mahdia,TN-53,Tunisia
188,15-08-2020,,Movements,,,,,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,728,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,18-08-2020,Written press,English,Tunis,TN-11,Tunisia
189,01-03-2020,,Social,Health,,,infections,access to health care,,,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,16-07-2020,Written press,English,tripoli,LY-TB,Libya
190,27-07-2020,,Movements,Security,,,,,,,,,,,,,,Arrival by sea,Departure by sea,,,,,Armed clashes,,,,,,,,,70,,,,,,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,28-07-2020,Written press,English,Al Marqab,LY-MB,Libya
191,01-05-2020,,Movements,Security,,,,,,,,,,,,,,Arrival by sea,,,,,,Killings,,,,,,,,,70,,,,,,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,LY-TB-Tarabulus,32.0,52,"30,68",N,11.0,11.0,"30,68",E,LY-MI-Misratah => Bani Walid,31.0,44.0,"43,94",N,59.0,59.0,"0,74",E,LY-JG-Al Jabal al Gharbi => Mizda,31.0,26.0,42,N,58.0,58.0,59,E,USA,28-07-2020,Written press,English,Al Marqab,LY-MB,Libya
192,01-03-2020,,Movements,Security,Health,,risk of infections,,,,,,,,,,,Departure by sea,,,,,,Killings,,,,,,,,,,,,,3800,,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,LY-MI-Misratah,32.0,22,40,N,5.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,USA,29-07-2020,Written press,English,Al Marqab,LY-MB,Libya
193,29-01-2020,,Social,Health,,,risk of infections,,,,jobs,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,02-06-2020,Written press,French,,,
194,2020-04-05,2020-04-07,Social,,,,,,,,accomodation,Details on lockdown,OSC actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,TN-12-L'Ariana,36.0,51,45,N,10.0,11.0,44,E,,,,,,,,,,,,,,,,,,,Russia,2020-04-14,Written press,French,Tunis,TN-11,Tunisia
195,01-01-2020,,Movements,,,,,,,,,,,,,,,Departure by sea,Rescued at sea,,,,,,,,,,,,,,,,,,,,TN-53-Mahdia,35.0,30.0,17,N,11.0,3,44,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,14-07-2020,Written press,Arabic,Mahdia,TN-53,Tunisia
196,01-08-2020,,Social,,,,,,,,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,17-08-2020,Written press,Arabic,Tunis,TN-11,Tunisia
197,2020-03-22,,Social,,,,,,,,jobs,Details on lockdown,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-20,Written press,French,Tunis,TN-11,Tunisia
198,29-06-2020,29-06-2020,Movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,29-06-2020,Written press,Arabic,Tunis,TN-11,Tunisia
199,01-07-2020,01-07-2020,Movements,Social,,,,,,,jobs,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,24-07-2020,Written press,Arabic,Tunis,TN-11,Tunisia
200,01-07-2020,,Movements,,,,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,,,,,2500,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,12-10-2020,Written press,Arabic,Tunis,TN-11,Tunisia
201,10-07-2020,,Movements,Social,,,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,,,,5 families,,,,,,TN-53-Mahdia,35.0,30.0,17,N,11.0,3,44,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,22-07-2020,Written press,Arabic,Mahdia,TN-53,Tunisia
202,08-05-2020,,Social,,,,,,,,NGOs actions,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,08-04-2020,Written press,French,Tunis,TN-11,Tunisia
