,Article ID,Unnamed: 0.1.1.1,Event Date,Event Type,Event-Type Precision,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
2019,133,133,01-01-2020,infections,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2020,133,133,01-01-2020,risk of infections,infections,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2021,133,133,01-01-2020,risk of infections,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2022,133,133,01-01-2020,access to health care,infections,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2023,133,133,01-01-2020,access to health care,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2026,133,133,01-01-2020,Rescued at sea,infections,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2027,133,133,01-01-2020,Rescued at sea,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2028,133,133,01-01-2020,Arrival by sea,infections,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2029,133,133,01-01-2020,Arrival by sea,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2032,133,133,01-01-2020,Killings,infections,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2033,133,133,01-01-2020,Killings,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2034,133,133,01-01-2020,Armed clashes,infections,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2035,133,133,01-01-2020,Armed clashes,infections,,,,,,3200,,,,,E,,,,,,,,,E,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
2036,134,134,01-03-2020,Health,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2037,134,134,01-03-2020,Health,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2042,134,134,01-03-2020,infections,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2043,134,134,01-03-2020,infections,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2044,134,134,01-03-2020,risk of infections,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2045,134,134,01-03-2020,risk of infections,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2046,134,134,01-03-2020,quarantine,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2047,134,134,01-03-2020,quarantine,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2050,134,134,01-03-2020,Departures,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2051,134,134,01-03-2020,Departures,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2052,134,134,01-03-2020,Arrivals through borders,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2053,134,134,01-03-2020,Arrivals through borders,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2054,134,134,01-03-2020,Rescued when crossing borders,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2055,134,134,01-03-2020,Rescued when crossing borders,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2058,134,134,01-03-2020,Details on lockdown,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2059,134,134,01-03-2020,Details on lockdown,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2060,134,134,01-03-2020,government actions,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2061,134,134,01-03-2020,government actions,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2062,134,134,01-03-2020,jobs,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2063,134,134,01-03-2020,jobs,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2064,134,134,01-03-2020,accomodation,infections,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2065,134,134,01-03-2020,accomodation,infections,,,,,6445,,,,,,E,,,,,,,,,E,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
2066,135,135,01-01-2020,Health,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2067,135,135,01-01-2020,Health,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2068,135,135,01-01-2020,Health,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2075,135,135,01-01-2020,risk of infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2076,135,135,01-01-2020,risk of infections,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2077,135,135,01-01-2020,risk of infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2078,135,135,01-01-2020,access to health care,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2079,135,135,01-01-2020,access to health care,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2080,135,135,01-01-2020,access to health care,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2081,135,135,01-01-2020,quarantine,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2082,135,135,01-01-2020,quarantine,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2083,135,135,01-01-2020,quarantine,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2087,135,135,01-01-2020,jobs,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2088,135,135,01-01-2020,jobs,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2089,135,135,01-01-2020,jobs,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2090,135,135,01-01-2020,accomodation,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2091,135,135,01-01-2020,accomodation,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2092,135,135,01-01-2020,accomodation,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2093,135,135,01-01-2020,Details on lockdown,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2094,135,135,01-01-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2095,135,135,01-01-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2096,135,135,01-01-2020,OSC actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2097,135,135,01-01-2020,OSC actions,risk of infections,,,,,,,,,,,E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2098,135,135,01-01-2020,OSC actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
2099,136,136,29-04-2020,Health,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2100,136,136,29-04-2020,Health,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2105,136,136,29-04-2020,risk of infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2106,136,136,29-04-2020,risk of infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2107,136,136,29-04-2020,quarantine,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2108,136,136,29-04-2020,quarantine,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2109,136,136,29-04-2020,access to health care,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2110,136,136,29-04-2020,access to health care,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2113,136,136,29-04-2020,infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2114,136,136,29-04-2020,infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2115,136,136,29-04-2020,jobs,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2116,136,136,29-04-2020,jobs,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2117,136,136,29-04-2020,Details on lockdown,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2118,136,136,29-04-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2119,136,136,29-04-2020,accomodation,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2120,136,136,29-04-2020,accomodation,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2121,136,136,29-04-2020,OSC actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2122,136,136,29-04-2020,OSC actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2123,136,136,29-04-2020,NGOs actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2124,136,136,29-04-2020,NGOs actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
2125,137,137,04-04-2020,Health,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2126,137,137,04-04-2020,Health,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2131,137,137,04-04-2020,risk of infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2132,137,137,04-04-2020,risk of infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2133,137,137,04-04-2020,quarantine,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2134,137,137,04-04-2020,quarantine,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2135,137,137,04-04-2020,infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2136,137,137,04-04-2020,infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2139,137,137,04-04-2020,access to health care,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2140,137,137,04-04-2020,access to health care,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2141,137,137,04-04-2020,jobs,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2142,137,137,04-04-2020,jobs,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2143,137,137,04-04-2020,accomodation,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2144,137,137,04-04-2020,accomodation,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2145,137,137,04-04-2020,Details on lockdown,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2146,137,137,04-04-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2147,137,137,04-04-2020,OSC actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2148,137,137,04-04-2020,OSC actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2149,137,137,04-04-2020,government actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2150,137,137,04-04-2020,government actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2151,137,137,04-04-2020,NGOs actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2152,137,137,04-04-2020,NGOs actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
2153,138,138,01-05-2020,Health,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2154,138,138,01-05-2020,Health,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2159,138,138,01-05-2020,risk of infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2160,138,138,01-05-2020,risk of infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2161,138,138,01-05-2020,access to health care,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2162,138,138,01-05-2020,access to health care,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2163,138,138,01-05-2020,quarantine,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2164,138,138,01-05-2020,quarantine,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2167,138,138,01-05-2020,infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2168,138,138,01-05-2020,infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2169,138,138,01-05-2020,jobs,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2170,138,138,01-05-2020,jobs,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2171,138,138,01-05-2020,accomodation,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2172,138,138,01-05-2020,accomodation,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2173,138,138,01-05-2020,Details on lockdown,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2174,138,138,01-05-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2175,138,138,01-05-2020,government actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2176,138,138,01-05-2020,government actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2177,138,138,01-05-2020,OSC actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2178,138,138,01-05-2020,OSC actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2179,138,138,01-05-2020,NGOs actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2180,138,138,01-05-2020,NGOs actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2183,138,138,01-05-2020,Killings,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2184,138,138,01-05-2020,Killings,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2185,138,138,01-05-2020,Armed clashes,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2186,138,138,01-05-2020,Armed clashes,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,01-05-2020,Written press,English,tripoli,LY-TB,Libya
2187,139,139,24-03-2020,Health,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2188,139,139,24-03-2020,Health,infections,,,,,,,,,,,E,,,,,,,,,E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2193,139,139,24-03-2020,infections,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2194,139,139,24-03-2020,infections,infections,,,,,,,,,,,E,,,,,,,,,E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2195,139,139,24-03-2020,risk of infections,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2196,139,139,24-03-2020,risk of infections,infections,,,,,,,,,,,E,,,,,,,,,E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2197,139,139,24-03-2020,quarantine,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2198,139,139,24-03-2020,quarantine,infections,,,,,,,,,,,E,,,,,,,,,E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2201,139,139,24-03-2020,access to health care,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2202,139,139,24-03-2020,access to health care,infections,,,,,,,,,,,E,,,,,,,,,E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2203,139,139,24-03-2020,jobs,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2204,139,139,24-03-2020,jobs,infections,,,,,,,,,,,E,,,,,,,,,E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
2205,139,139,24-03-2020,accomodation,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,UK,24-03-2020,Written press,English,tripoli,LY-TB,Libya
